pickup_location,destination,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,distance_km,duration_minutes,traffic_level,weather_condition,transport_type,pickup_hour,is_weekend,fare_ngn
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,8.07,17.7,moderate,rainy,uber,13,0,2737.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,9.61,32.6,heavy,thunderstorm,danfo,3,0,1501.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,37.3,105.8,moderate,rainy,bolt,16,0,13778.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,44.7,164.9,heavy,sunny,uber,14,1,16910.0
Victoria Island,Ikeja,6.4281,3.4219,6.6018,3.3515,26.03,91.0,heavy,sunny,keke,5,0,4824.0
Maryland,Berger,6.5783,3.3676,6.642,3.343,10.2,27.8,moderate,sunny,uber,5,1,3601.0
Berger,CMS (Marina),6.642,3.343,6.4549,3.3886,30.22,74.7,moderate,thunderstorm,danfo,8,0,3702.0
Ikoyi,Ikeja,6.4541,3.435,6.6018,3.3515,23.43,42.9,low,sunny,uber,9,1,5327.0
Victoria Island,CMS (Marina),6.4281,3.4219,6.4549,3.3886,6.69,13.6,low,sunny,uber,1,0,2308.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,5.01,15.5,heavy,sunny,uber,2,1,2877.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,18.09,42.7,moderate,sunny,taxi,22,0,4947.0
Surulere,Maryland,6.4969,3.355,6.5783,3.3676,11.97,76.2,gridlock,cloudy,keke,9,1,3925.0
Ikoyi,Ojota,6.4541,3.435,6.582,3.388,17.62,59.6,heavy,cloudy,uber,23,0,7327.0
Victoria Island,Yaba,6.4281,3.4219,6.5158,3.3892,13.59,34.1,moderate,sunny,taxi,18,1,4172.0
Berger,Lekki,6.642,3.343,6.4474,3.5562,41.07,72.2,low,sunny,danfo,0,0,2905.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,22.32,39.5,low,sunny,bolt,19,1,5219.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,42.09,242.8,gridlock,cloudy,uber,11,1,23538.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,10.6,26.3,moderate,rainy,keke,3,0,1885.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,21.51,55.9,moderate,sunny,uber,9,0,5853.0
CMS (Marina),Ikeja,6.4549,3.3886,6.6018,3.3515,21.91,86.2,heavy,sunny,danfo,0,1,2795.0
Ajah,Ikoyi,6.4683,3.6015,6.4541,3.435,23.07,41.2,low,cloudy,bolt,17,0,5603.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,22.3,54.8,moderate,sunny,taxi,9,0,5072.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,12.82,25.2,low,sunny,taxi,8,0,3456.0
Lekki,Ojota,6.4474,3.5562,6.582,3.388,34.54,227.9,gridlock,rainy,brt,13,1,4717.0
Victoria Island,Ikoyi,6.4281,3.4219,6.4541,3.435,4.33,10.3,moderate,cloudy,bolt,4,0,2064.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,22.7,68.8,heavy,sunny,bolt,3,0,8758.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,14.66,45.5,heavy,rainy,keke,23,0,3080.0
Lekki,Ikoyi,6.4474,3.5562,6.4541,3.435,18.46,42.5,moderate,cloudy,bolt,4,1,5757.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,30.91,97.9,heavy,sunny,uber,7,1,14083.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,42.06,119.7,moderate,rainy,keke,6,1,8852.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.57,26.1,gridlock,rainy,taxi,18,1,3854.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,25.35,79.3,heavy,sunny,taxi,13,1,7934.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,9.8,32.6,heavy,sunny,keke,11,1,2133.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,23.0,47.0,low,sunny,bolt,15,1,6311.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,13.73,42.2,heavy,sunny,bolt,9,0,5097.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,3.66,9.5,moderate,sunny,bolt,5,0,1587.0
Surulere,Berger,6.4969,3.355,6.642,3.343,21.4,53.2,moderate,sunny,taxi,17,0,6216.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,8.96,33.5,heavy,cloudy,brt,18,0,987.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,35.72,84.6,moderate,rainy,brt,22,0,2253.0
Surulere,Ikeja,6.4969,3.355,6.6018,3.3515,15.23,97.6,gridlock,thunderstorm,taxi,4,1,11068.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,7.75,14.6,low,rainy,danfo,8,1,921.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,10.16,35.1,heavy,rainy,taxi,8,0,4605.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,11.46,38.0,heavy,sunny,uber,5,1,4826.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,21.56,50.0,moderate,sunny,taxi,18,1,6476.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,20.16,46.9,moderate,cloudy,brt,14,0,1278.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,28.08,60.7,moderate,sunny,danfo,9,1,2583.0
Victoria Island,Ajah,6.4281,3.4219,6.4683,3.6015,24.82,83.1,heavy,cloudy,taxi,20,0,7949.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,4.99,16.4,heavy,cloudy,brt,17,0,591.0
Ikoyi,Lekki,6.4541,3.435,6.4474,3.5562,15.51,38.0,moderate,thunderstorm,uber,14,1,5974.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,3.04,6.6,moderate,sunny,brt,14,1,276.0
Murtala Muhammed Airport,Victoria Island,6.5774,3.3212,6.4281,3.4219,27.77,109.7,heavy,sunny,taxi,16,0,10550.0
Lekki,Ojota,6.4474,3.5562,6.582,3.388,28.85,99.4,heavy,thunderstorm,bolt,4,1,14892.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,7.18,20.3,moderate,sunny,taxi,7,1,2696.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,19.44,35.2,low,cloudy,bolt,15,1,5658.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,29.3,80.6,moderate,cloudy,taxi,15,1,8468.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,19.3,65.3,heavy,cloudy,danfo,10,1,2368.0
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,8.54,34.1,heavy,sunny,danfo,7,0,1445.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,9.41,36.9,heavy,sunny,keke,17,1,2716.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,26.61,92.6,heavy,sunny,bolt,17,0,10365.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,9.27,20.8,moderate,sunny,bolt,16,0,3533.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,23.43,75.7,heavy,cloudy,brt,8,1,2398.0
Ikeja,Ikoyi,6.6018,3.3515,6.4541,3.435,22.43,57.5,moderate,rainy,taxi,6,0,7161.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,14.01,43.5,heavy,sunny,brt,8,0,1305.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,12.9,34.3,moderate,sunny,bolt,23,0,4289.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,10.83,30.0,moderate,cloudy,uber,2,0,3887.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,18.08,56.2,heavy,rainy,taxi,16,0,7338.0
Ikeja,Ikoyi,6.6018,3.3515,6.4541,3.435,22.06,60.2,moderate,cloudy,brt,22,1,1469.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,14.67,26.5,low,rainy,taxi,14,0,3239.0
Ikoyi,Ojota,6.4541,3.435,6.582,3.388,20.25,75.1,heavy,rainy,danfo,13,0,2601.0
Surulere,Ikeja,6.4969,3.355,6.6018,3.3515,13.64,36.1,moderate,sunny,danfo,21,0,1330.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,26.6,59.9,moderate,cloudy,danfo,3,0,2446.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,22.58,62.1,moderate,thunderstorm,taxi,5,0,7066.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,9.06,14.5,low,sunny,bolt,14,0,2219.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,45.95,108.3,moderate,cloudy,taxi,18,1,13214.0
Ikeja,Oshodi,6.6018,3.3515,6.5489,3.3286,8.46,26.6,heavy,thunderstorm,bolt,19,0,4133.0
Victoria Island,Ikeja,6.4281,3.4219,6.6018,3.3515,25.04,46.4,low,cloudy,brt,14,1,1257.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,28.98,68.9,moderate,sunny,brt,12,1,1845.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,21.61,60.4,moderate,rainy,keke,3,0,3672.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,10.08,22.4,moderate,cloudy,taxi,8,0,3313.0
CMS (Marina),Oshodi,6.4549,3.3886,6.5489,3.3286,14.44,82.3,gridlock,cloudy,danfo,12,0,2429.0
Ajah,Ojota,6.4683,3.6015,6.582,3.388,31.56,64.2,low,rainy,bolt,21,0,8402.0
Oshodi,Ikoyi,6.5489,3.3286,6.4541,3.435,20.03,36.1,low,sunny,taxi,3,0,4341.0
Berger,Ojota,6.642,3.343,6.582,3.388,11.04,27.5,moderate,sunny,keke,20,0,1819.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,21.81,42.8,low,thunderstorm,uber,7,1,7307.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,28.16,163.2,gridlock,cloudy,keke,13,0,8594.0
Victoria Island,Ikoyi,6.4281,3.4219,6.4541,3.435,3.82,10.3,moderate,cloudy,bolt,6,0,1854.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,42.22,80.3,low,thunderstorm,bolt,13,0,11247.0
Maryland,Yaba,6.5783,3.3676,6.5158,3.3892,9.58,54.7,gridlock,rainy,bolt,4,0,7081.0
Surulere,Ikeja,6.4969,3.355,6.6018,3.3515,14.02,24.2,low,sunny,keke,20,0,1641.0
Victoria Island,Yaba,6.4281,3.4219,6.5158,3.3892,11.98,28.4,moderate,sunny,brt,13,0,730.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,12.55,40.3,heavy,rainy,brt,10,0,1170.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,29.45,99.1,heavy,sunny,danfo,3,0,3227.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,34.64,92.0,moderate,sunny,bolt,0,0,9828.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,31.85,118.0,heavy,sunny,danfo,6,0,4631.0
Berger,Lekki,6.642,3.343,6.4474,3.5562,38.68,86.7,moderate,sunny,keke,11,1,5962.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,8.75,30.0,heavy,sunny,keke,19,1,2025.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,22.91,38.3,low,rainy,taxi,8,1,5941.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,6.3,10.7,low,cloudy,keke,17,0,1019.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,12.34,30.3,moderate,cloudy,keke,15,0,2235.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,21.18,84.0,heavy,cloudy,uber,10,0,7926.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,7.68,28.4,heavy,sunny,bolt,15,1,4389.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,43.27,76.7,low,cloudy,brt,8,0,2341.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,15.37,30.6,low,sunny,keke,6,0,2184.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,43.36,119.7,moderate,cloudy,uber,11,0,12018.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,22.63,64.7,moderate,cloudy,keke,0,0,3564.0
CMS (Marina),Maryland,6.4549,3.3886,6.5783,3.3676,16.03,39.6,moderate,rainy,brt,17,0,1284.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,12.78,30.3,moderate,cloudy,danfo,16,0,1441.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,31.09,80.7,moderate,cloudy,keke,18,1,6062.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,2.79,6.8,moderate,sunny,danfo,6,1,530.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,24.41,67.6,moderate,thunderstorm,taxi,22,0,9083.0
CMS (Marina),Ikeja,6.4549,3.3886,6.6018,3.3515,23.8,133.5,gridlock,sunny,danfo,7,0,4751.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,21.44,40.6,low,cloudy,brt,3,0,1101.0
Maryland,Ojota,6.5783,3.3676,6.582,3.388,3.06,5.5,low,thunderstorm,bolt,10,0,1507.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,10.02,27.7,moderate,rainy,danfo,5,0,1204.0
Oshodi,Ikoyi,6.5489,3.3286,6.4541,3.435,22.59,43.5,low,cloudy,bolt,19,0,5130.0
Maryland,Ajah,6.5783,3.3676,6.4683,3.6015,39.17,137.6,heavy,cloudy,brt,4,1,3359.0
Victoria Island,Ikoyi,6.4281,3.4219,6.4541,3.435,4.39,13.2,heavy,rainy,taxi,0,0,2330.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,19.86,65.1,heavy,sunny,danfo,11,1,2507.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,21.93,60.5,moderate,cloudy,taxi,16,0,6863.0
Ajah,Lekki,6.4683,3.6015,6.4474,3.5562,7.43,29.7,heavy,rainy,uber,4,0,4569.0
Lekki,Surulere,6.4474,3.5562,6.4969,3.355,28.68,186.4,gridlock,sunny,danfo,8,0,6271.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.22,14.5,heavy,cloudy,brt,12,1,485.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,31.64,192.4,gridlock,cloudy,danfo,13,0,5098.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,7.56,27.9,heavy,sunny,keke,11,0,1765.0
Berger,Surulere,6.642,3.343,6.4969,3.355,20.15,70.7,heavy,sunny,taxi,7,0,7400.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,16.09,28.2,low,rainy,uber,13,0,4026.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,21.24,34.3,low,thunderstorm,bolt,18,0,6292.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,37.24,97.2,moderate,sunny,danfo,6,0,3751.0
Yaba,Surulere,6.5158,3.3892,6.4969,3.355,5.32,9.9,low,sunny,keke,19,0,771.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,32.02,175.3,gridlock,sunny,taxi,4,1,16928.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,26.53,72.6,moderate,rainy,uber,4,0,9637.0
Berger,Ojota,6.642,3.343,6.582,3.388,9.8,18.9,low,cloudy,danfo,0,0,813.0
Ikoyi,Ikeja,6.4541,3.435,6.6018,3.3515,26.78,94.8,heavy,rainy,bolt,7,1,12802.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,23.65,67.0,moderate,cloudy,danfo,9,0,2248.0
Murtala Muhammed Airport,Yaba,6.5774,3.3212,6.5158,3.3892,14.65,51.3,heavy,sunny,bolt,12,1,5793.0
CMS (Marina),Surulere,6.4549,3.3886,6.4969,3.355,7.28,16.7,moderate,rainy,bolt,15,0,3291.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,20.27,72.3,heavy,sunny,danfo,15,0,3022.0
Murtala Muhammed Airport,Yaba,6.5774,3.3212,6.5158,3.3892,14.58,25.3,low,cloudy,bolt,8,0,3958.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,9.46,19.3,low,rainy,keke,15,1,1717.0
Surulere,Lekki,6.4969,3.355,6.4474,3.5562,28.46,79.8,moderate,cloudy,taxi,20,1,6985.0
Berger,Surulere,6.642,3.343,6.4969,3.355,21.95,79.8,heavy,cloudy,danfo,18,1,3354.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,30.97,48.2,low,sunny,taxi,3,0,6623.0
Maryland,Yaba,6.5783,3.3676,6.5158,3.3892,10.4,20.0,low,cloudy,brt,6,1,747.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,27.88,108.5,heavy,rainy,brt,21,0,2373.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,13.67,42.1,heavy,sunny,danfo,23,1,1587.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,23.63,53.4,moderate,cloudy,keke,19,0,3594.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,22.05,51.8,moderate,rainy,danfo,6,1,2858.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,30.26,70.8,moderate,cloudy,bolt,12,0,7701.0
CMS (Marina),Oshodi,6.4549,3.3886,6.5489,3.3286,16.83,41.9,moderate,cloudy,uber,19,0,5171.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,18.54,47.0,moderate,sunny,bolt,17,0,6439.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,31.73,99.0,heavy,sunny,danfo,1,1,3634.0
Berger,Maryland,6.642,3.343,6.5783,3.3676,10.87,26.6,moderate,rainy,taxi,12,0,3368.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,29.35,177.9,gridlock,cloudy,keke,2,0,8301.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,14.38,23.9,low,cloudy,uber,9,1,3696.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,18.25,34.5,low,cloudy,brt,13,0,996.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,23.95,83.5,heavy,cloudy,brt,19,0,1890.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.25,14.8,moderate,sunny,taxi,7,0,2335.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,19.47,60.0,heavy,sunny,bolt,2,0,7996.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,8.62,15.8,low,sunny,keke,9,1,1180.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,32.45,91.8,moderate,cloudy,brt,7,0,2276.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,9.1,23.6,moderate,cloudy,keke,7,0,1868.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,42.03,113.4,moderate,cloudy,brt,11,0,2630.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,30.42,99.1,heavy,rainy,danfo,14,0,3735.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,43.38,118.5,moderate,sunny,bolt,15,0,14069.0
Surulere,CMS (Marina),6.4969,3.355,6.4549,3.3886,7.68,29.1,heavy,rainy,brt,17,0,980.0
Berger,Ojota,6.642,3.343,6.582,3.388,10.68,18.6,low,cloudy,brt,20,0,586.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,25.83,43.8,low,sunny,danfo,15,0,2119.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,16.4,28.2,low,rainy,taxi,10,1,3870.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,18.44,45.6,moderate,cloudy,taxi,6,0,5376.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,22.47,160.3,gridlock,sunny,taxi,20,0,11989.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,3.87,9.9,moderate,cloudy,danfo,23,0,550.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,14.67,33.9,moderate,cloudy,brt,18,1,1129.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,39.44,78.8,low,rainy,brt,6,0,2506.0
Victoria Island,Berger,6.4281,3.4219,6.642,3.343,36.22,92.5,moderate,sunny,taxi,6,0,10520.0
Victoria Island,Maryland,6.4281,3.4219,6.5783,3.3676,25.01,96.4,heavy,thunderstorm,danfo,17,0,4526.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,32.64,54.5,low,sunny,keke,11,1,3891.0
Lekki,Berger,6.4474,3.5562,6.642,3.343,41.33,73.5,low,sunny,bolt,12,0,7914.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,9.05,25.0,moderate,rainy,bolt,14,0,3287.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,2.99,7.6,moderate,sunny,keke,19,1,659.0
Ikeja,Ojota,6.6018,3.3515,6.582,3.388,6.56,24.2,heavy,cloudy,bolt,7,0,3786.0
Ikoyi,Yaba,6.4541,3.435,6.5158,3.3892,11.58,42.8,heavy,sunny,uber,7,0,5745.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,14.62,37.9,moderate,sunny,brt,10,0,890.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,39.91,80.5,low,sunny,keke,19,1,4606.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,24.63,40.9,low,sunny,brt,9,1,1235.0
Lekki,Surulere,6.4474,3.5562,6.4969,3.355,28.04,89.1,heavy,thunderstorm,bolt,19,1,12754.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,4.03,8.0,low,sunny,danfo,9,0,438.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,13.95,35.6,moderate,sunny,bolt,6,0,4960.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,6.02,23.2,heavy,sunny,danfo,8,1,1079.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,44.04,115.0,moderate,sunny,taxi,13,1,10124.0
Yaba,Berger,6.5158,3.3892,6.642,3.343,19.52,55.0,moderate,cloudy,brt,8,0,1529.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,9.84,16.0,low,cloudy,uber,15,0,3138.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,27.97,88.6,heavy,rainy,taxi,14,1,9734.0
CMS (Marina),Oshodi,6.4549,3.3886,6.5489,3.3286,17.04,26.4,low,sunny,bolt,19,0,3830.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,14.86,36.7,moderate,sunny,danfo,13,0,1329.0
Yaba,Maryland,6.5158,3.3892,6.5783,3.3676,9.47,53.7,gridlock,rainy,keke,12,0,3094.0
Lekki,Victoria Island,6.4474,3.5562,6.4281,3.4219,21.61,39.3,low,sunny,danfo,18,0,1845.0
CMS (Marina),Berger,6.4549,3.3886,6.642,3.343,29.14,47.6,low,rainy,keke,21,0,3855.0
Victoria Island,CMS (Marina),6.4281,3.4219,6.4549,3.3886,6.36,10.9,low,sunny,taxi,9,0,1471.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,12.65,44.9,heavy,sunny,danfo,17,0,1927.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,21.55,129.5,gridlock,sunny,danfo,19,1,4002.0
Berger,Surulere,6.642,3.343,6.4969,3.355,23.38,85.3,heavy,thunderstorm,keke,8,0,7302.0
Maryland,Ikeja,6.5783,3.3676,6.6018,3.3515,3.98,9.4,moderate,rainy,brt,19,0,369.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,29.79,75.4,moderate,thunderstorm,taxi,20,1,9051.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,7.85,16.0,low,rainy,danfo,6,1,942.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,21.69,68.6,heavy,sunny,taxi,15,1,8682.0
Berger,Lekki,6.642,3.343,6.4474,3.5562,45.98,100.1,moderate,cloudy,keke,13,1,6369.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,3.99,8.9,moderate,sunny,bolt,15,0,2007.0
Ikoyi,Yaba,6.4541,3.435,6.5158,3.3892,11.2,24.6,moderate,cloudy,bolt,19,0,3074.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,10.86,35.6,heavy,sunny,uber,17,0,4840.0
Berger,CMS (Marina),6.642,3.343,6.4549,3.3886,27.51,79.2,moderate,cloudy,bolt,20,0,7768.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,27.65,109.5,heavy,sunny,brt,8,0,2611.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,47.14,171.1,heavy,sunny,uber,5,1,17275.0
Lekki,Maryland,6.4474,3.5562,6.5783,3.3676,32.01,116.0,heavy,cloudy,uber,21,0,13917.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,41.13,279.4,gridlock,rainy,taxi,14,1,24507.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,28.9,89.4,heavy,rainy,taxi,18,0,11732.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,28.08,45.3,low,rainy,bolt,14,0,6035.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,7.48,20.6,moderate,sunny,bolt,9,1,2780.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,9.29,34.7,heavy,sunny,uber,6,0,4598.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,10.02,19.7,low,rainy,taxi,19,0,2547.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,26.88,63.5,moderate,rainy,brt,17,0,2032.0
Berger,Surulere,6.642,3.343,6.4969,3.355,23.01,58.9,moderate,sunny,uber,14,0,6226.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,7.96,25.5,heavy,cloudy,brt,14,0,725.0
Victoria Island,Ikoyi,6.4281,3.4219,6.4541,3.435,4.25,8.3,low,sunny,taxi,5,0,1280.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,6.5,10.8,low,sunny,danfo,4,0,574.0
Yaba,Ojota,6.5158,3.3892,6.582,3.388,9.63,17.5,low,cloudy,brt,3,0,529.0
Ajah,Yaba,6.4683,3.6015,6.5158,3.3892,29.01,53.6,low,cloudy,brt,12,1,1444.0
Ikoyi,Maryland,6.4541,3.435,6.5783,3.3676,21.47,34.8,low,sunny,danfo,16,0,1725.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,38.97,270.7,gridlock,sunny,taxi,7,0,23628.0
Maryland,Victoria Island,6.5783,3.3676,6.4281,3.4219,21.96,71.1,heavy,sunny,uber,7,1,10324.0
Surulere,Lekki,6.4969,3.355,6.4474,3.5562,32.88,93.7,moderate,sunny,uber,3,0,10390.0
